nr,class_id,clf,features_scaled,number of features,features,accuracy,precision,recall,best parameters,best estimator,orig data set,create_new_message_features,create_new_finance_features,PCA,meet_specs,combined_recall_precision
1003,6,<class 'sklearn.ensemble.weight_boosting.AdaBoostClassifier'>,scaled,3,"['poi', 'director_fees', 'expenses']",0.588,0.067327409,0.0985,"{u'n_estimators': 50, u'learning_rate': 2, u'algorithm': u'SAMME'}","AdaBoostClassifier(algorithm='SAMME', base_estimator=None, learning_rate=2,
          n_estimators=50, random_state=None)",TRUE,FALSE,FALSE,FALSE,FALSE,0.165827409
1004,7,<class 'sklearn.ensemble.forest.RandomForestClassifier'>,not scaled,3,"['poi', 'director_fees', 'total_payments']",0.753461538,0.093728928,0.0695,"{u'n_estimators': 7, u'criterion': u'entropy'}","RandomForestClassifier(bootstrap=True, class_weight=None, criterion='entropy',
            max_depth=None, max_features='auto', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=2,
            min_weight_fraction_leaf=0.0, n_estimators=7, n_jobs=1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",TRUE,FALSE,FALSE,FALSE,FALSE,0.163228928
1001,4,<class 'sklearn.neighbors.classification.KNeighborsClassifier'>,scaled,8,"['poi', 'from_poi_to_this_person', 'from_this_person_to_poi', 'shared_receipt_with_poi', 'to_messages', 'director_fees', 'expenses', 'total_payments']",0.770285714,0.092493298,0.069,"{u'n_neighbors': 2, u'weights': u'distance', u'leaf_size': 5, u'algorithm': u'auto', u'p': 3}","KNeighborsClassifier(algorithm='auto', leaf_size=5, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=2, p=3,
           weights='distance')",TRUE,FALSE,FALSE,FALSE,FALSE,0.161493298
1001,4,<class 'sklearn.neighbors.classification.KNeighborsClassifier'>,scaled,6,"['poi', 'from_poi_to_this_person', 'from_this_person_to_poi', 'shared_receipt_with_poi', 'to_messages', 'total_payments']",0.773071429,0.092733564,0.067,"{u'n_neighbors': 2, u'weights': u'distance', u'leaf_size': 5, u'algorithm': u'auto', u'p': 3}","KNeighborsClassifier(algorithm='auto', leaf_size=5, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=2, p=3,
           weights='distance')",TRUE,FALSE,FALSE,FALSE,FALSE,0.159733564
1002,5,<class 'sklearn.tree.tree.DecisionTreeClassifier'>,not scaled,3,"['poi', 'director_fees', 'total_payments']",0.751384615,0.08988016,0.0675,{u'min_samples_split': 2},"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=2, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",TRUE,FALSE,FALSE,FALSE,FALSE,0.15738016
1002,5,<class 'sklearn.tree.tree.DecisionTreeClassifier'>,not scaled,3,"['poi', 'director_fees', 'total_payments']",0.750923077,0.089522546,0.0675,{u'min_samples_split': 2},"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=2, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",TRUE,FALSE,FALSE,FALSE,FALSE,0.157022546
1001,4,<class 'sklearn.neighbors.classification.KNeighborsClassifier'>,scaled,3,"['poi', 'director_fees', 'total_payments']",0.747076923,0.086649551,0.0675,"{u'n_neighbors': 2, u'weights': u'distance', u'leaf_size': 5, u'algorithm': u'auto', u'p': 3}","KNeighborsClassifier(algorithm='auto', leaf_size=5, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=2, p=3,
           weights='distance')",TRUE,FALSE,FALSE,FALSE,FALSE,0.154149551
1001,4,<class 'sklearn.neighbors.classification.KNeighborsClassifier'>,scaled,3,"['poi', 'director_fees', 'total_payments']",0.747076923,0.086649551,0.0675,"{u'n_neighbors': 2, u'weights': u'distance', u'leaf_size': 5, u'algorithm': u'auto', u'p': 3}","KNeighborsClassifier(algorithm='auto', leaf_size=5, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=2, p=3,
           weights='distance')",TRUE,FALSE,FALSE,FALSE,FALSE,0.154149551
1001,4,<class 'sklearn.neighbors.classification.KNeighborsClassifier'>,scaled,9,"['poi', 'from_poi_to_this_person', 'from_this_person_to_poi', 'shared_receipt_with_poi', 'to_messages', 'salary', 'director_fees', 'expenses', 'total_payments']",0.755357143,0.082601054,0.0705,"{u'n_neighbors': 2, u'weights': u'distance', u'leaf_size': 5, u'algorithm': u'auto', u'p': 3}","KNeighborsClassifier(algorithm='auto', leaf_size=5, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=2, p=3,
           weights='distance')",TRUE,FALSE,FALSE,FALSE,FALSE,0.153101054
1001,4,<class 'sklearn.neighbors.classification.KNeighborsClassifier'>,scaled,2,"['poi', 'total_payments']",0.752153846,0.08604336,0.0635,"{u'n_neighbors': 2, u'weights': u'distance', u'leaf_size': 5, u'algorithm': u'auto', u'p': 3}","KNeighborsClassifier(algorithm='auto', leaf_size=5, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=2, p=3,
           weights='distance')",TRUE,FALSE,FALSE,FALSE,FALSE,0.14954336
1002,5,<class 'sklearn.tree.tree.DecisionTreeClassifier'>,not scaled,2,"['poi', 'total_payments']",0.752153846,0.08604336,0.0635,{u'min_samples_split': 2},"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=2, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",TRUE,FALSE,FALSE,FALSE,FALSE,0.14954336
1004,7,<class 'sklearn.ensemble.forest.RandomForestClassifier'>,not scaled,3,"['poi', 'director_fees', 'total_payments']",0.749615385,0.079705291,0.0595,"{u'n_estimators': 20, u'criterion': u'gini'}","RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=None, max_features='auto', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=2,
            min_weight_fraction_leaf=0.0, n_estimators=20, n_jobs=1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",TRUE,FALSE,FALSE,FALSE,FALSE,0.139205291
1001,4,<class 'sklearn.neighbors.classification.KNeighborsClassifier'>,scaled,7,"['poi', 'from_poi_to_this_person', 'from_this_person_to_poi', 'shared_receipt_with_poi', 'to_messages', 'expenses', 'total_payments']",0.771142857,0.080779944,0.058,"{u'n_neighbors': 2, u'weights': u'distance', u'leaf_size': 5, u'algorithm': u'auto', u'p': 3}","KNeighborsClassifier(algorithm='auto', leaf_size=5, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=2, p=3,
           weights='distance')",TRUE,FALSE,FALSE,FALSE,FALSE,0.138779944
1003,6,<class 'sklearn.ensemble.weight_boosting.AdaBoostClassifier'>,scaled,4,"['poi', 'from_poi_to_this_person', 'from_this_person_to_poi', 'to_messages']",0.829444444,0.082683307,0.053,"{u'n_estimators': 30, u'learning_rate': 2, u'algorithm': u'SAMME'}","AdaBoostClassifier(algorithm='SAMME', base_estimator=None, learning_rate=2,
          n_estimators=30, random_state=None)",TRUE,FALSE,FALSE,FALSE,FALSE,0.135683307
1000,1,<class 'sklearn.naive_bayes.GaussianNB'>,scaled,7,"['poi', 'from_poi_to_this_person', 'from_this_person_to_poi', 'shared_receipt_with_poi', 'to_messages', 'expenses', 'total_payments']",0.820785714,0.096671949,0.0305,{},GaussianNB(),TRUE,FALSE,FALSE,FALSE,FALSE,0.127171949
1001,4,<class 'sklearn.neighbors.classification.KNeighborsClassifier'>,scaled,4,"['poi', 'director_fees', 'expenses', 'total_payments']",0.802076923,0.088952654,0.031,"{u'n_neighbors': 3, u'weights': u'uniform', u'leaf_size': 5, u'algorithm': u'auto', u'p': 3}","KNeighborsClassifier(algorithm='auto', leaf_size=5, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=3, p=3,
           weights='uniform')",TRUE,FALSE,FALSE,FALSE,FALSE,0.119952654
1004,7,<class 'sklearn.ensemble.forest.RandomForestClassifier'>,not scaled,3,"['poi', 'from_poi_to_this_person', 'to_messages']",0.775888889,0.055895197,0.064,"{u'n_estimators': 5, u'criterion': u'gini'}","RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=None, max_features='auto', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=2,
            min_weight_fraction_leaf=0.0, n_estimators=5, n_jobs=1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",TRUE,FALSE,FALSE,FALSE,FALSE,0.119895197
1004,7,<class 'sklearn.ensemble.forest.RandomForestClassifier'>,not scaled,2,"['poi', 'from_this_person_to_poi']",0.702,0.050496689,0.061,"{u'n_estimators': 7, u'criterion': u'gini'}","RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=None, max_features='auto', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=2,
            min_weight_fraction_leaf=0.0, n_estimators=7, n_jobs=1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",TRUE,FALSE,FALSE,FALSE,FALSE,0.111496689
1001,4,<class 'sklearn.neighbors.classification.KNeighborsClassifier'>,scaled,3,"['poi', 'expenses', 'total_payments']",0.801461538,0.07959479,0.0275,"{u'n_neighbors': 3, u'weights': u'uniform', u'leaf_size': 5, u'algorithm': u'auto', u'p': 3}","KNeighborsClassifier(algorithm='auto', leaf_size=5, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=3, p=3,
           weights='uniform')",TRUE,FALSE,FALSE,FALSE,FALSE,0.10709479
1002,5,<class 'sklearn.tree.tree.DecisionTreeClassifier'>,not scaled,3,"['poi', 'from_poi_to_this_person', 'to_messages']",0.734333333,0.036024016,0.054,{u'min_samples_split': 2},"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=2, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",TRUE,FALSE,FALSE,FALSE,FALSE,0.090024016
1000,1,<class 'sklearn.naive_bayes.GaussianNB'>,scaled,3,"['poi', 'expenses', 'total_payments']",0.822692308,0.060518732,0.0105,{},GaussianNB(),TRUE,FALSE,FALSE,FALSE,FALSE,0.071018732
1000,1,<class 'sklearn.naive_bayes.GaussianNB'>,scaled,3,"['poi', 'expenses', 'total_payments']",0.822692308,0.060518732,0.0105,{},GaussianNB(),TRUE,FALSE,FALSE,FALSE,FALSE,0.071018732
1000,1,<class 'sklearn.naive_bayes.GaussianNB'>,scaled,2,"['poi', 'total_payments']",0.822615385,0.057803468,0.01,{},GaussianNB(),TRUE,FALSE,FALSE,FALSE,FALSE,0.067803468
1001,4,<class 'sklearn.neighbors.classification.KNeighborsClassifier'>,scaled,4,"['poi', 'from_this_person_to_poi', 'shared_receipt_with_poi', 'to_messages']",0.872555556,0.049079755,0.008,"{u'n_neighbors': 2, u'weights': u'uniform', u'leaf_size': 5, u'algorithm': u'auto', u'p': 3}","KNeighborsClassifier(algorithm='auto', leaf_size=5, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=2, p=3,
           weights='uniform')",TRUE,FALSE,FALSE,FALSE,FALSE,0.057079755
1001,4,<class 'sklearn.neighbors.classification.KNeighborsClassifier'>,scaled,4,"['poi', 'bonus', 'salary', 'total_payments']",0.831153846,0.050691244,0.0055,"{u'n_neighbors': 2, u'weights': u'uniform', u'leaf_size': 5, u'algorithm': u'auto', u'p': 3}","KNeighborsClassifier(algorithm='auto', leaf_size=5, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=2, p=3,
           weights='uniform')",TRUE,FALSE,FALSE,FALSE,FALSE,0.056191244
1001,4,<class 'sklearn.neighbors.classification.KNeighborsClassifier'>,scaled,2,"['poi', 'from_this_person_to_poi']",0.834,0.034482759,0.006,"{u'n_neighbors': 2, u'weights': u'uniform', u'leaf_size': 5, u'algorithm': u'auto', u'p': 3}","KNeighborsClassifier(algorithm='auto', leaf_size=5, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=2, p=3,
           weights='uniform')",TRUE,FALSE,FALSE,FALSE,FALSE,0.040482759
1002,5,<class 'sklearn.tree.tree.DecisionTreeClassifier'>,not scaled,2,"['poi', 'from_this_person_to_poi']",0.744428571,0.021818182,0.018,{u'min_samples_split': 2},"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=2, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",TRUE,FALSE,FALSE,FALSE,FALSE,0.039818182
1001,4,<class 'sklearn.neighbors.classification.KNeighborsClassifier'>,scaled,3,"['poi', 'salary', 'total_payments']",0.717923077,0.016250725,0.014,"{u'n_neighbors': 2, u'weights': u'distance', u'leaf_size': 5, u'algorithm': u'auto', u'p': 3}","KNeighborsClassifier(algorithm='auto', leaf_size=5, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=2, p=3,
           weights='distance')",TRUE,FALSE,FALSE,FALSE,FALSE,0.030250725
1000,1,<class 'sklearn.naive_bayes.GaussianNB'>,scaled,2,"['poi', 'from_poi_to_this_person']",0.7365,0.026315789,0.0015,{},GaussianNB(),TRUE,FALSE,FALSE,FALSE,FALSE,0.027815789
1000,1,<class 'sklearn.naive_bayes.GaussianNB'>,scaled,4,"['poi', 'from_poi_to_this_person', 'shared_receipt_with_poi', 'to_messages']",0.841222222,0.017977528,0.008,{},GaussianNB(),TRUE,FALSE,FALSE,FALSE,FALSE,0.025977528
1000,1,<class 'sklearn.naive_bayes.GaussianNB'>,scaled,3,"['poi', 'from_poi_to_this_person', 'to_messages']",0.868666667,0.021052632,0.004,{},GaussianNB(),TRUE,FALSE,FALSE,FALSE,FALSE,0.025052632
1001,4,<class 'sklearn.neighbors.classification.KNeighborsClassifier'>,scaled,3,"['poi', 'expenses', 'total_payments']",0.832461538,0.016304348,0.0015,"{u'n_neighbors': 2, u'weights': u'uniform', u'leaf_size': 5, u'algorithm': u'auto', u'p': 3}","KNeighborsClassifier(algorithm='auto', leaf_size=5, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=2, p=3,
           weights='uniform')",TRUE,FALSE,FALSE,FALSE,FALSE,0.017804348
1001,4,<class 'sklearn.neighbors.classification.KNeighborsClassifier'>,scaled,4,"['poi', 'from_poi_to_this_person', 'from_this_person_to_poi', 'shared_receipt_with_poi']",0.814888889,0.008849558,0.006,"{u'n_neighbors': 5, u'weights': u'uniform', u'leaf_size': 5, u'algorithm': u'auto', u'p': 3}","KNeighborsClassifier(algorithm='auto', leaf_size=5, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=5, p=3,
           weights='uniform')",TRUE,FALSE,FALSE,FALSE,FALSE,0.014849558
1000,1,<class 'sklearn.naive_bayes.GaussianNB'>,scaled,3,"['poi', 'from_poi_to_this_person', 'shared_receipt_with_poi']",0.823777778,0.003389831,0.002,{},GaussianNB(),TRUE,FALSE,FALSE,FALSE,FALSE,0.005389831
1000,1,<class 'sklearn.naive_bayes.GaussianNB'>,scaled,5,"['poi', 'from_poi_to_this_person', 'from_this_person_to_poi', 'shared_receipt_with_poi', 'to_messages']",Error,Error,Error,{},GaussianNB(),TRUE,FALSE,FALSE,FALSE,FALSE,0
1000,1,<class 'sklearn.naive_bayes.GaussianNB'>,scaled,4,"['poi', 'from_this_person_to_poi', 'shared_receipt_with_poi', 'to_messages']",Error,Error,Error,{},GaussianNB(),TRUE,FALSE,FALSE,FALSE,FALSE,0
1000,1,<class 'sklearn.naive_bayes.GaussianNB'>,scaled,3,"['poi', 'shared_receipt_with_poi', 'to_messages']",Error,Error,Error,{},GaussianNB(),TRUE,FALSE,FALSE,FALSE,FALSE,0
1000,1,<class 'sklearn.naive_bayes.GaussianNB'>,scaled,2,"['poi', 'to_messages']",Error,Error,Error,{},GaussianNB(),TRUE,FALSE,FALSE,FALSE,FALSE,0
1000,1,<class 'sklearn.naive_bayes.GaussianNB'>,scaled,3,"['poi', 'from_poi_to_this_person', 'from_this_person_to_poi']",Error,Error,Error,{},GaussianNB(),FALSE,FALSE,FALSE,FALSE,FALSE,0
1000,1,<class 'sklearn.naive_bayes.GaussianNB'>,scaled,4,"['poi', 'from_poi_to_this_person', 'from_this_person_to_poi', 'to_messages']",Error,Error,Error,{},GaussianNB(),FALSE,FALSE,FALSE,FALSE,FALSE,0
1000,1,<class 'sklearn.naive_bayes.GaussianNB'>,scaled,2,"['poi', 'from_this_person_to_poi']",Error,Error,Error,{},GaussianNB(),FALSE,FALSE,FALSE,FALSE,FALSE,0
1000,1,<class 'sklearn.naive_bayes.GaussianNB'>,scaled,3,"['poi', 'from_this_person_to_poi', 'to_messages']",Error,Error,Error,{},GaussianNB(),FALSE,FALSE,FALSE,FALSE,FALSE,0
1000,1,<class 'sklearn.naive_bayes.GaussianNB'>,scaled,3,"['poi', 'from_this_person_to_poi', 'shared_receipt_with_poi']",Error,Error,Error,{},GaussianNB(),FALSE,FALSE,FALSE,FALSE,FALSE,0
1000,1,<class 'sklearn.naive_bayes.GaussianNB'>,scaled,4,"['poi', 'from_this_person_to_poi', 'shared_receipt_with_poi', 'to_messages']",Error,Error,Error,{},GaussianNB(),FALSE,FALSE,FALSE,FALSE,FALSE,0
1000,1,<class 'sklearn.naive_bayes.GaussianNB'>,scaled,4,"['poi', 'from_poi_to_this_person', 'from_this_person_to_poi', 'to_messages']",Error,Error,Error,{},GaussianNB(),FALSE,FALSE,FALSE,FALSE,FALSE,0
1000,1,<class 'sklearn.naive_bayes.GaussianNB'>,scaled,4,"['poi', 'from_poi_to_this_person', 'from_this_person_to_poi', 'shared_receipt_with_poi']",Error,Error,Error,{},GaussianNB(),FALSE,FALSE,FALSE,FALSE,FALSE,0
1000,1,<class 'sklearn.naive_bayes.GaussianNB'>,scaled,2,"['poi', 'director_fees']",Error,Error,Error,{},GaussianNB(),FALSE,FALSE,FALSE,FALSE,FALSE,0
1001,4,<class 'sklearn.neighbors.classification.KNeighborsClassifier'>,scaled,2,"['poi', 'director_fees']",Error,Error,Error,"{u'n_neighbors': 2, u'weights': u'uniform', u'leaf_size': 5, u'algorithm': u'auto', u'p': 3}","KNeighborsClassifier(algorithm='auto', leaf_size=5, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=2, p=3,
           weights='uniform')",FALSE,FALSE,FALSE,FALSE,FALSE,0
1002,5,<class 'sklearn.tree.tree.DecisionTreeClassifier'>,not scaled,2,"['poi', 'director_fees']",Error,Error,Error,{u'min_samples_split': 2},"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=2, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",FALSE,FALSE,FALSE,FALSE,FALSE,0
1003,6,<class 'sklearn.ensemble.weight_boosting.AdaBoostClassifier'>,scaled,2,"['poi', 'director_fees']",Error,Error,Error,"{u'n_estimators': 3, u'learning_rate': 1, u'algorithm': u'SAMME'}","AdaBoostClassifier(algorithm='SAMME', base_estimator=None, learning_rate=1,
          n_estimators=3, random_state=None)",FALSE,FALSE,FALSE,FALSE,FALSE,0
1004,7,<class 'sklearn.ensemble.forest.RandomForestClassifier'>,not scaled,2,"['poi', 'director_fees']",Error,Error,Error,"{u'n_estimators': 3, u'criterion': u'gini'}","RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=None, max_features='auto', max_leaf_nodes=None,
            min_samples_leaf=1, min_samples_split=2,
            min_weight_fraction_leaf=0.0, n_estimators=3, n_jobs=1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)",FALSE,FALSE,FALSE,FALSE,FALSE,0
1000,1,<class 'sklearn.naive_bayes.GaussianNB'>,scaled,2,"['poi', 'expenses']",Error,Error,Error,{},GaussianNB(),FALSE,FALSE,FALSE,FALSE,FALSE,0
1000,1,<class 'sklearn.naive_bayes.GaussianNB'>,scaled,3,"['poi', 'from_poi_to_this_person', 'from_this_person_to_poi']",Error,Error,Error,{},GaussianNB(),FALSE,FALSE,FALSE,FALSE,FALSE,0
1001,4,<class 'sklearn.neighbors.classification.KNeighborsClassifier'>,scaled,6,"['poi', 'from_this_person_to_poi', 'to_messages', 'bonus', 'director_fees', 'total_payments']",0.814142857,0.336590662,0.31,"{u'n_neighbors': 2, u'weights': u'distance', u'leaf_size': 5, u'algorithm': u'auto', u'p': 3}","KNeighborsClassifier(algorithm='auto', leaf_size=5, metric='minkowski',
           metric_params=None, n_jobs=1, n_neighbors=2, p=3,
           weights='distance')",TRUE,FALSE,FALSE,FALSE,TRUE,0.646590662
1002,5,<class 'sklearn.tree.tree.DecisionTreeClassifier'>,not scaled,6,"['poi', 'from_this_person_to_poi', 'to_messages', 'bonus', 'director_fees', 'total_payments']",0.7845,0.265560166,0.288,{u'min_samples_split': 2},"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None, min_samples_leaf=1,
            min_samples_split=2, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",TRUE,FALSE,FALSE,FALSE,FALSE,0.553560166
